,user_name,user_location,date,text,rating
90,PALMEIRAS sempre,,2022-09-26 14:24:28+00:00,RT @AlanLopesRio: URGENTE: um grupo de 131 delegados da Polícia Federal denunciam Alexandre de Moraes por abuso de autoridade e protocoloam…,
91,PALMEIRAS sempre,,2022-09-26 14:15:59+00:00,"RT @AdrianaSchmit20: Nossa capitão começou essa luta falando sozinho, aos poucos começou a ouvir a voz da razão. Hoje somos milhões e ele n…",
92,PALMEIRAS sempre,,2022-09-26 14:15:11+00:00,"RT @kimpaim: 🚨URGENTE
Se você é CRISTÃO veja o vídeo abaixo!

Lula está cada vez mais parecido com seu amigo, o ditador Daniel Ortega que e…",
93,Clarisse,Brasil,2022-09-26 14:12:17+00:00,Preciso levantar e limpar a areia dos gatos e também limpar o box do banheiro pq de madrugada a sanca de gesso caiu do teto (nem pra ser na minha cabeça 😶)  mas minha cama ta tao gostosa e eu qse não dormi essa noite (fui conseguir dormir ja era qse 6h e scordei as 10:30),
94,Tiago Nicolau 👒💅🐲🐉🤢🤮🐈‍⬛🐍🦠🤴🎍🎋💵🍏💚🟢,,2022-09-26 14:07:47+00:00,"taful taful tu es outra enerva-te levanta a sai e sanca alguém, mas em bom pq vc é beta tá? #bbtvi",
95,PALMEIRAS sempre,,2022-09-26 14:01:40+00:00,Isso explica muita coisa @foIha_sp 😊😊 https://t.co/J6RnSSO3y0,
96,Nalídia,,2022-09-26 13:40:55+00:00,delineado branco pra vencer esse dia nublado em sanca,
97,Bebel,"Araraquara, Brasil",2022-09-26 13:32:00+00:00,"@tami_sanca Sim!!!!! O mundo virou de cabeça p baixo kjkkkk mas afinal, vc é bi agora?",
98,Angrinha,,2022-09-26 13:13:19+00:00,"Na moral, felizao que o sanca alterna realmente virou um grupo foda de rolês",
99,PALMEIRAS sempre,,2022-09-26 12:59:42+00:00,RT @Miltonneves: O impagável Emílio Surita e a política… https://t.co/lImph9FMPf,
100,Tiago Nicolau 👒💅,,2022-09-26 14:07:47+00:00,"taful taful tu es outra enerva-te levanta a sai e sanca alguém, mas em bom pq vc é beta tá? #bbtvi",
101,cruela guela sei lá mais o que-ela,Brazil,2022-09-26 12:58:17+00:00,"e além disso, a @tami_sanca fez panquequinhas pq eu pedi 🥹🥹🥹💗💗💗",
102,Guilherme Rocha🇧🇷🏳️‍🌈,São Carlos,2022-09-26 12:57:42+00:00,"Gente vou deixar minha cola aqui pq é onde minha família não vê
dep. federal:@ErikakHilton -5070 
dep. estadual:@esuplicy -13133
senador:@marciofrancasp-400
governador:@HaddadDebochado -13
presidente:@LulaOficial -13
@GuilhermeBoulos @MarinaSilva @samiabomfim  pfv entrem 🥺",
103,PALMEIRAS sempre,,2022-09-26 12:16:12+00:00,"RT @brom_elisa: Desarmamento para o povo, atiradores de elite pra mim…

Hipócrita🤡 https://t.co/Rq2wAqsqEr",
104,PALMEIRAS sempre,,2022-09-26 12:13:50+00:00,"RT @brunomassa: Qnts anos o palmeirense era zuado com a historia de não ter Copinha?
Qts vezes vc viu o torcedor do .@Palmeiras invadindo c…",
105,gabir,"Limeira, Brasil",2022-09-26 11:03:15+00:00,@ReeisMirella @trajaza @erickescobars @RealLucasRocha @ovetor021 amigos decidam sanca ou rp,
106,platelminto,"São Carlos, Brasil",2022-09-26 10:26:58+00:00,fico feliz só de lembrar que essa quinta eu vou pra sanca de novo,
107,Opala 4.1,,2022-09-26 09:52:58+00:00,"Agora mais do que nuncs eu preciso voltar a morar em sanca por cauda desse trampo novo, acordar junto com os pássaros nao da nao",
108,PALMEIRAS sempre,,2022-09-26 09:39:28+00:00,"RT @foIha_sp: EXCLUSIVO: Em conversa nos bastidores, Jair Bolsonaro e Padre Kelmon planejam exorcizar o demônio do Lula https://t.co/8Vq0TC…",
109,PALMEIRAS sempre,,2022-09-26 09:38:23+00:00,RT @viniciuscfp82: DATA POVO! Em quem você vai votar no 1o turno? Vote e compartilhe!,
110,PALMEIRAS sempre,,2022-09-26 09:35:19+00:00,"RT @BlogdoNoblat: Se a eleição presidencial fosse hoje, e estes os candidatos, em quem você votaria?",
111,vivi ☀️,   𔘓   santos fc,2022-09-27 00:44:26+00:00,uma acc de bruxas e simpatizantes q vai fazer uma feirinha aqui em sanca me seguiu agora me sinto na obrigação de aparecer lá e renovar minhas coisinhas de aprendiz 💗💗💗💗💗💗,
